FeedbackID,CustomerID,FeedbackDate,Rating,Comments,Region
FB-01831,CUST-2181,2023-11-01,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01857,CUST-2427,2023-11-01,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00094,CUST-2827,2023-11-02,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00173,CUST-1894,2023-11-02,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00210,CUST-2113,2023-11-02,5,Excellent service and fast delivery. Very happy with my purchase.,NORTH
FB-00301,CUST-2447,2023-11-02,1,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00336,CUST-2203,2023-11-02,3,Product works as expected. No major complaints.,NORTH
FB-00510,CUST-1139,2023-11-02,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00566,CUST-1920,2023-11-02,2,Long delivery time and no tracking updates. Unacceptable.,SOUTH
FB-00682,CUST-2918,2023-11-02,4,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00691,CUST-2361,2023-11-02,2,Long delivery time and no tracking updates. Unacceptable.,SOUTH
FB-00764,CUST-1807,2023-11-02,4,Delivery was on time and product works perfectly.,SOUTH
FB-00855,CUST-2991,2023-11-02,4,Outstanding customer service resolved my query in minutes.,EAST
FB-00898,CUST-2729,2023-11-02,1,Delivery was extremely slow and the product arrived damaged.,EAST
FB-01027,CUST-2848,2023-11-02,4,Delivery was on time and product works perfectly.,EAST
FB-01029,CUST-1356,2023-11-02,3,Acceptable quality for the price. Delivery was average.,EAST
FB-01041,CUST-1288,2023-11-02,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01059,CUST-2864,2023-11-02,5,Excellent service and fast delivery. Very happy with my purchase.,EAST
FB-01072,CUST-1280,2023-11-02,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-01234,CUST-1795,2023-11-02,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01254,CUST-1865,2023-11-02,3,Acceptable quality for the price. Delivery was average.,WEST
FB-01551,CUST-1194,2023-11-02,4,Love the product quality. The team was very professional.,WEST
FB-01555,CUST-1731,2023-11-02,5,Product quality exceeded my expectations. Will buy again.,WEST
FB-01570,CUST-1997,2023-11-02,4,Delivery was on time and product works perfectly.,WEST
FB-01579,CUST-2312,2023-11-02,2,Packaging was terrible and product was scratched on arrival.,WEST
FB-01590,CUST-1592,2023-11-02,4,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01825,CUST-1790,2023-11-02,3,Product matches description but packaging could be improved.,CENTRAL
FB-01828,CUST-2004,2023-11-02,4,Delivery was on time and product works perfectly.,CENTRAL
FB-01878,CUST-1935,2023-11-02,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01918,CUST-2521,2023-11-02,3,Delivery was slightly delayed but product is fine.,CENTRAL
FB-01922,CUST-1221,2023-11-02,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00277,CUST-1486,2023-11-03,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00379,CUST-2425,2023-11-03,4,Delivery was on time and product works perfectly.,NORTH
FB-00422,CUST-2148,2023-11-03,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00502,CUST-2432,2023-11-03,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00696,CUST-1265,2023-11-03,4,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00905,CUST-1365,2023-11-03,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-00931,CUST-2081,2023-11-03,4,Love the product quality. The team was very professional.,EAST
FB-01018,CUST-1696,2023-11-03,4,Outstanding customer service resolved my query in minutes.,EAST
FB-01200,CUST-1062,2023-11-03,2,Customer service was unhelpful and rude.,EAST
FB-01431,CUST-2942,2023-11-03,5,Love the product quality. The team was very professional.,WEST
FB-01486,CUST-1176,2023-11-03,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01617,CUST-1307,2023-11-03,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-01653,CUST-1066,2023-11-03,4,Love the product quality. The team was very professional.,CENTRAL
FB-01875,CUST-1275,2023-11-03,3,Product works as expected. No major complaints.,CENTRAL
FB-01926,CUST-2461,2023-11-03,5,Love the product quality. The team was very professional.,CENTRAL
FB-01982,CUST-1797,2023-11-03,2,Long delivery time and no tracking updates. Unacceptable.,CENTRAL
FB-00081,CUST-2530,2023-11-04,5,Delivery was on time and product works perfectly.,NORTH
FB-00127,CUST-2268,2023-11-04,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00376,CUST-2948,2023-11-04,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00473,CUST-2941,2023-11-04,3,Good product but the ordering process was confusing.,SOUTH
FB-00579,CUST-2517,2023-11-04,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00745,CUST-2244,2023-11-04,3,Good product but the ordering process was confusing.,SOUTH
FB-00803,CUST-2509,2023-11-04,4,Outstanding customer service resolved my query in minutes.,EAST
FB-00983,CUST-2090,2023-11-04,4,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-01014,CUST-1566,2023-11-04,3,Product works as expected. No major complaints.,EAST
FB-01016,CUST-1417,2023-11-04,3,Product matches description but packaging could be improved.,EAST
FB-01046,CUST-2887,2023-11-04,4,Delivery was on time and product works perfectly.,EAST
FB-01087,CUST-2240,2023-11-04,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01137,CUST-1045,2023-11-04,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,EAST
FB-01215,CUST-1495,2023-11-04,5,Delivery was on time and product works perfectly.,WEST
FB-01320,CUST-2345,2023-11-04,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01367,CUST-1648,2023-11-04,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01464,CUST-2970,2023-11-04,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01543,CUST-1710,2023-11-04,5,Outstanding customer service resolved my query in minutes.,WEST
FB-01630,CUST-1674,2023-11-04,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01824,CUST-1303,2023-11-04,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-00060,CUST-2208,2023-11-05,4,Excellent service and fast delivery. Very happy with my purchase.,NORTH
FB-00335,CUST-1080,2023-11-05,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00661,CUST-2517,2023-11-05,3,Product matches description but packaging could be improved.,SOUTH
FB-00719,CUST-2955,2023-11-05,1,Wrong item was delivered and the return process is a nightmare.,SOUTH
FB-00725,CUST-2000,2023-11-05,4,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00763,CUST-2469,2023-11-05,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00928,CUST-2069,2023-11-05,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01120,CUST-2273,2023-11-05,4,Delivery was on time and product works perfectly.,EAST
FB-01312,CUST-1248,2023-11-05,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01458,CUST-1284,2023-11-05,5,Love the product quality. The team was very professional.,WEST
FB-01472,CUST-2335,2023-11-05,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01483,CUST-1739,2023-11-05,4,Love the product quality. The team was very professional.,WEST
FB-01521,CUST-2074,2023-11-05,4,Love the product quality. The team was very professional.,WEST
FB-00078,CUST-2633,2023-11-06,5,Great experience from order to delivery. Highly recommend.,NORTH
FB-00185,CUST-2333,2023-11-06,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00255,CUST-2160,2023-11-06,4,Delivery was on time and product works perfectly.,NORTH
FB-00384,CUST-2420,2023-11-06,4,Outstanding customer service resolved my query in minutes.,NORTH
FB-00398,CUST-2573,2023-11-06,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00787,CUST-2458,2023-11-06,4,Love the product quality. The team was very professional.,SOUTH
FB-00811,CUST-1144,2023-11-06,2,Product stopped working after one week. Very frustrated.,EAST
FB-01020,CUST-2314,2023-11-06,2,Very poor customer service. Waited 3 days for a response.,EAST
FB-01222,CUST-1708,2023-11-06,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01256,CUST-1989,2023-11-06,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-00004,CUST-2192,2023-11-07,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00170,CUST-1339,2023-11-07,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00765,CUST-1547,2023-11-07,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00785,CUST-1495,2023-11-07,4,Delivery was on time and product works perfectly.,SOUTH
FB-00791,CUST-1685,2023-11-07,5,Delivery was on time and product works perfectly.,SOUTH
FB-00890,CUST-2924,2023-11-07,3,Acceptable quality for the price. Delivery was average.,EAST
FB-00939,CUST-2352,2023-11-07,1,Customer service was unhelpful and rude.,EAST
FB-01403,CUST-1588,2023-11-07,5,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01499,CUST-1791,2023-11-07,5,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01598,CUST-1981,2023-11-07,5,Outstanding customer service resolved my query in minutes.,WEST
FB-01602,CUST-2572,2023-11-07,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01613,CUST-2149,2023-11-07,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01713,CUST-2409,2023-11-07,3,Average experience. Nothing stood out positively or negatively.,CENTRAL
FB-01997,CUST-1667,2023-11-07,5,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-00018,CUST-2434,2023-11-08,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00043,CUST-2481,2023-11-08,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00120,CUST-1940,2023-11-08,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00122,CUST-1434,2023-11-08,4,Love the product quality. The team was very professional.,NORTH
FB-00319,CUST-2170,2023-11-08,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00451,CUST-1800,2023-11-08,5,Delivery was on time and product works perfectly.,SOUTH
FB-00623,CUST-2639,2023-11-08,1,Customer service was unhelpful and rude.,SOUTH
FB-00730,CUST-1009,2023-11-08,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00830,CUST-1637,2023-11-08,3,Delivery was slightly delayed but product is fine.,EAST
FB-00860,CUST-2367,2023-11-08,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-00953,CUST-1367,2023-11-08,1,Product stopped working after one week. Very frustrated.,EAST
FB-01201,CUST-1348,2023-11-08,3,Delivery was slightly delayed but product is fine.,WEST
FB-01435,CUST-2473,2023-11-08,3,Product matches description but packaging could be improved.,WEST
FB-01457,CUST-1501,2023-11-08,5,Love the product quality. The team was very professional.,WEST
FB-01491,CUST-2368,2023-11-08,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01799,CUST-2165,2023-11-08,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01932,CUST-2269,2023-11-08,4,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-01945,CUST-1019,2023-11-08,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01984,CUST-2785,2023-11-08,4,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00147,CUST-2083,2023-11-09,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00195,CUST-2438,2023-11-09,3,Delivery was slightly delayed but product is fine.,NORTH
FB-00312,CUST-1629,2023-11-09,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00341,CUST-2596,2023-11-09,5,Excellent service and fast delivery. Very happy with my purchase.,NORTH
FB-00448,CUST-1070,2023-11-09,4,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00525,CUST-2520,2023-11-09,5,Love the product quality. The team was very professional.,SOUTH
FB-00558,CUST-1081,2023-11-09,4,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00740,CUST-1657,2023-11-09,5,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00834,CUST-2298,2023-11-09,3,Delivery was slightly delayed but product is fine.,EAST
FB-00973,CUST-1865,2023-11-09,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-01003,CUST-2755,2023-11-09,1,Product stopped working after one week. Very frustrated.,EAST
FB-01085,CUST-1961,2023-11-09,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01101,CUST-1778,2023-11-09,4,Outstanding customer service resolved my query in minutes.,EAST
FB-01377,CUST-2292,2023-11-09,5,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01527,CUST-2048,2023-11-09,4,Delivery was on time and product works perfectly.,WEST
FB-01608,CUST-1010,2023-11-09,3,Acceptable quality for the price. Delivery was average.,CENTRAL
FB-01635,CUST-2236,2023-11-09,4,Delivery was on time and product works perfectly.,CENTRAL
FB-01673,CUST-2536,2023-11-09,1,Delivery was extremely slow and the product arrived damaged.,CENTRAL
FB-01882,CUST-2078,2023-11-09,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00013,CUST-2596,2023-11-10,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00017,CUST-1014,2023-11-10,3,Product works as expected. No major complaints.,NORTH
FB-00203,CUST-2862,2023-11-10,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00352,CUST-2058,2023-11-10,3,Good product but the ordering process was confusing.,NORTH
FB-00359,CUST-2380,2023-11-10,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00569,CUST-2092,2023-11-10,4,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00635,CUST-1252,2023-11-10,5,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00793,CUST-1954,2023-11-10,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00885,CUST-2302,2023-11-10,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-00919,CUST-1368,2023-11-10,2,Customer service was unhelpful and rude.,EAST
FB-01033,CUST-1952,2023-11-10,2,Packaging was terrible and product was scratched on arrival.,EAST
FB-01197,CUST-1566,2023-11-10,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01356,CUST-1070,2023-11-10,3,Delivery was slightly delayed but product is fine.,WEST
FB-01582,CUST-2056,2023-11-10,1,Customer service was unhelpful and rude.,WEST
FB-01586,CUST-2713,2023-11-10,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,WEST
FB-01650,CUST-1793,2023-11-10,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01977,CUST-2195,2023-11-10,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,CENTRAL
FB-00101,CUST-1082,2023-11-11,4,Delivery was on time and product works perfectly.,NORTH
FB-00118,CUST-1648,2023-11-11,3,Good product but the ordering process was confusing.,NORTH
FB-00154,CUST-2861,2023-11-11,3,Delivery was slightly delayed but product is fine.,NORTH
FB-00191,CUST-1845,2023-11-11,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00383,CUST-1322,2023-11-11,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00538,CUST-2665,2023-11-11,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00656,CUST-2804,2023-11-11,3,Average experience. Nothing stood out positively or negatively.,SOUTH
FB-00718,CUST-1263,2023-11-11,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00930,CUST-1917,2023-11-11,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-01039,CUST-1533,2023-11-11,5,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01078,CUST-1936,2023-11-11,4,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-01221,CUST-1986,2023-11-11,3,Good product but the ordering process was confusing.,WEST
FB-01338,CUST-2588,2023-11-11,5,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01412,CUST-2129,2023-11-11,2,Wrong item was delivered and the return process is a nightmare.,WEST
FB-01436,CUST-2754,2023-11-11,3,Delivery was slightly delayed but product is fine.,WEST
FB-01450,CUST-1889,2023-11-11,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01656,CUST-1789,2023-11-11,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01735,CUST-2987,2023-11-11,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01830,CUST-2409,2023-11-11,4,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-00046,CUST-2516,2023-11-12,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00070,CUST-2154,2023-11-12,3,Delivery was slightly delayed but product is fine.,NORTH
FB-00104,CUST-2727,2023-11-12,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00182,CUST-2442,2023-11-12,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00318,CUST-1751,2023-11-12,5,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00344,CUST-2045,2023-11-12,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00837,CUST-1670,2023-11-12,4,Great experience from order to delivery. Highly recommend.,EAST
FB-01115,CUST-2932,2023-11-12,5,Outstanding customer service resolved my query in minutes.,EAST
FB-01164,CUST-2257,2023-11-12,5,Outstanding customer service resolved my query in minutes.,EAST
FB-01739,CUST-1454,2023-11-12,3,Product matches description but packaging could be improved.,CENTRAL
FB-01775,CUST-2578,2023-11-12,3,Product matches description but packaging could be improved.,CENTRAL
FB-01888,CUST-1947,2023-11-12,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-00171,CUST-1999,2023-11-13,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00271,CUST-1633,2023-11-13,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00358,CUST-2473,2023-11-13,5,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00549,CUST-1665,2023-11-13,5,Love the product quality. The team was very professional.,SOUTH
FB-00556,CUST-2957,2023-11-13,3,Average experience. Nothing stood out positively or negatively.,SOUTH
FB-00598,CUST-1372,2023-11-13,5,Delivery was on time and product works perfectly.,SOUTH
FB-00680,CUST-1214,2023-11-13,2,Packaging was terrible and product was scratched on arrival.,SOUTH
FB-00743,CUST-1217,2023-11-13,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-01053,CUST-1791,2023-11-13,1,Product stopped working after one week. Very frustrated.,EAST
FB-01303,CUST-2294,2023-11-13,2,Wrong item was delivered and the return process is a nightmare.,WEST
FB-01415,CUST-1116,2023-11-13,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01428,CUST-1663,2023-11-13,5,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01618,CUST-1509,2023-11-13,3,Good product but the ordering process was confusing.,CENTRAL
FB-01636,CUST-2762,2023-11-13,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01846,CUST-2977,2023-11-13,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01879,CUST-2382,2023-11-13,2,Product quality is below expectations. Disappointed.,CENTRAL
FB-01978,CUST-2714,2023-11-13,4,Delivery was on time and product works perfectly.,CENTRAL
FB-00123,CUST-1423,2023-11-14,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00539,CUST-2938,2023-11-14,3,Good product but the ordering process was confusing.,SOUTH
FB-00584,CUST-1797,2023-11-14,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,SOUTH
FB-00911,CUST-2156,2023-11-14,5,Outstanding customer service resolved my query in minutes.,EAST
FB-01105,CUST-2028,2023-11-14,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01253,CUST-2561,2023-11-14,4,Product quality exceeded my expectations. Will buy again.,WEST
FB-01330,CUST-2218,2023-11-14,5,Delivery was on time and product works perfectly.,WEST
FB-01481,CUST-1380,2023-11-14,3,Customer service was adequate. Issue resolved eventually.,WEST
FB-01750,CUST-2506,2023-11-14,5,Love the product quality. The team was very professional.,CENTRAL
FB-01761,CUST-2363,2023-11-14,2,Customer service was unhelpful and rude.,CENTRAL
FB-01931,CUST-1868,2023-11-14,5,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01959,CUST-1315,2023-11-14,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-00032,CUST-1076,2023-11-15,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00076,CUST-1076,2023-11-15,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00130,CUST-2319,2023-11-15,3,Product matches description but packaging could be improved.,NORTH
FB-00262,CUST-2516,2023-11-15,3,Product matches description but packaging could be improved.,NORTH
FB-00460,CUST-2659,2023-11-15,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00515,CUST-2849,2023-11-15,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00710,CUST-2842,2023-11-15,5,Delivery was on time and product works perfectly.,SOUTH
FB-00807,CUST-1694,2023-11-15,4,Love the product quality. The team was very professional.,EAST
FB-01095,CUST-1434,2023-11-15,3,Good product but the ordering process was confusing.,EAST
FB-01161,CUST-1638,2023-11-15,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01165,CUST-1414,2023-11-15,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01228,CUST-1712,2023-11-15,5,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01309,CUST-2026,2023-11-15,3,Acceptable quality for the price. Delivery was average.,WEST
FB-01362,CUST-2547,2023-11-15,4,Delivery was on time and product works perfectly.,WEST
FB-01421,CUST-1069,2023-11-15,4,Great experience from order to delivery. Highly recommend.,WEST
FB-01705,CUST-1953,2023-11-15,3,Good product but the ordering process was confusing.,CENTRAL
FB-01747,CUST-1608,2023-11-15,4,Love the product quality. The team was very professional.,CENTRAL
FB-01815,CUST-1801,2023-11-15,4,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-01820,CUST-1555,2023-11-15,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,CENTRAL
FB-00196,CUST-1826,2023-11-16,4,Outstanding customer service resolved my query in minutes.,NORTH
FB-00347,CUST-1068,2023-11-16,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00491,CUST-2360,2023-11-16,3,Average experience. Nothing stood out positively or negatively.,SOUTH
FB-00657,CUST-2006,2023-11-16,2,Packaging was terrible and product was scratched on arrival.,SOUTH
FB-00872,CUST-2566,2023-11-16,2,Delivery was extremely slow and the product arrived damaged.,EAST
FB-00908,CUST-1329,2023-11-16,2,Delivery was extremely slow and the product arrived damaged.,EAST
FB-01024,CUST-2842,2023-11-16,2,Product quality is below expectations. Disappointed.,EAST
FB-01503,CUST-2743,2023-11-16,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01609,CUST-2585,2023-11-16,3,Delivery was slightly delayed but product is fine.,CENTRAL
FB-01994,CUST-1686,2023-11-16,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00049,CUST-2772,2023-11-17,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00098,CUST-1432,2023-11-17,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00150,CUST-1939,2023-11-17,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00180,CUST-2366,2023-11-17,5,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00329,CUST-2880,2023-11-17,1,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00402,CUST-1950,2023-11-17,5,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00624,CUST-1523,2023-11-17,5,Delivery was on time and product works perfectly.,SOUTH
FB-00782,CUST-1825,2023-11-17,5,Delivery was on time and product works perfectly.,SOUTH
FB-00820,CUST-2307,2023-11-17,1,Very poor customer service. Waited 3 days for a response.,EAST
FB-00892,CUST-1233,2023-11-17,2,Customer service was unhelpful and rude.,EAST
FB-00904,CUST-1052,2023-11-17,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01066,CUST-1289,2023-11-17,1,Long delivery time and no tracking updates. Unacceptable.,EAST
FB-01086,CUST-1083,2023-11-17,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01240,CUST-2857,2023-11-17,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,WEST
FB-01241,CUST-1305,2023-11-17,4,Delivery was on time and product works perfectly.,WEST
FB-01267,CUST-1932,2023-11-17,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01304,CUST-1112,2023-11-17,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01445,CUST-2330,2023-11-17,2,Product stopped working after one week. Very frustrated.,WEST
FB-01665,CUST-2794,2023-11-17,3,Good product but the ordering process was confusing.,CENTRAL
FB-00038,CUST-2587,2023-11-18,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00095,CUST-1305,2023-11-18,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00133,CUST-2098,2023-11-18,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00240,CUST-2860,2023-11-18,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00387,CUST-2721,2023-11-18,4,Delivery was on time and product works perfectly.,NORTH
FB-00400,CUST-2412,2023-11-18,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00407,CUST-2820,2023-11-18,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00409,CUST-1431,2023-11-18,3,Product works as expected. No major complaints.,SOUTH
FB-00414,CUST-1057,2023-11-18,1,Long delivery time and no tracking updates. Unacceptable.,SOUTH
FB-00613,CUST-2923,2023-11-18,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00667,CUST-1127,2023-11-18,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00831,CUST-1804,2023-11-18,4,Outstanding customer service resolved my query in minutes.,EAST
FB-00840,CUST-1773,2023-11-18,4,Great experience from order to delivery. Highly recommend.,EAST
FB-00903,CUST-1232,2023-11-18,4,Excellent service and fast delivery. Very happy with my purchase.,EAST
FB-01350,CUST-2835,2023-11-18,4,Delivery was on time and product works perfectly.,WEST
FB-01409,CUST-2541,2023-11-18,3,Product matches description but packaging could be improved.,WEST
FB-01599,CUST-2227,2023-11-18,4,Delivery was on time and product works perfectly.,WEST
FB-01745,CUST-1458,2023-11-18,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01773,CUST-2400,2023-11-18,2,Customer service was unhelpful and rude.,CENTRAL
FB-01970,CUST-2393,2023-11-18,2,Packaging was terrible and product was scratched on arrival.,CENTRAL
FB-00068,CUST-2429,2023-11-19,3,Product matches description but packaging could be improved.,NORTH
FB-00157,CUST-2625,2023-11-19,4,Great experience from order to delivery. Highly recommend.,NORTH
FB-00161,CUST-1566,2023-11-19,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00218,CUST-1971,2023-11-19,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00450,CUST-1018,2023-11-19,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00487,CUST-1975,2023-11-19,3,Good product but the ordering process was confusing.,SOUTH
FB-00592,CUST-1746,2023-11-19,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00742,CUST-2862,2023-11-19,4,Delivery was on time and product works perfectly.,SOUTH
FB-00993,CUST-2569,2023-11-19,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01177,CUST-1030,2023-11-19,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01288,CUST-1869,2023-11-19,4,Quick shipping and well-packaged. Exactly as described.,WEST
