TransactionID,SaleDate,Region,ProductID,Quantity,Revenue,CustomerID
TXN-006215,2023-11-01,WEST,PROD-104,4,3798.73,CUST-1506
TXN-006224,2023-11-01,WEST,PROD-110,5,257.67,CUST-2209
TXN-006268,2023-11-01,WEST,PROD-113,5,154.4,CUST-2969
TXN-006277,2023-11-01,WEST,PROD-118,3,59.62,CUST-2775
TXN-006313,2023-11-01,WEST,PROD-117,3,563.31,CUST-2481
TXN-007643,2023-11-01,CENTRAL,PROD-117,2,381.76,CUST-1887
TXN-007646,2023-11-01,CENTRAL,PROD-116,3,161.35,CUST-1217
TXN-007710,2023-11-01,CENTRAL,PROD-106,2,148.77,CUST-2156
TXN-007734,2023-11-01,CENTRAL,PROD-114,3,44.43,CUST-2423
TXN-007738,2023-11-01,CENTRAL,PROD-115,1,159.3,CUST-2432
TXN-007756,2023-11-01,CENTRAL,PROD-117,4,720.41,CUST-2439
TXN-007767,2023-11-01,CENTRAL,PROD-106,1,77.95,CUST-1305
TXN-007770,2023-11-01,CENTRAL,PROD-106,5,432.04,CUST-1964
TXN-007821,2023-11-01,CENTRAL,PROD-111,5,246.7,CUST-2425
TXN-007845,2023-11-01,CENTRAL,PROD-106,5,414.4,CUST-1361
TXN-007856,2023-11-01,CENTRAL,PROD-107,4,1306.67,CUST-2072
TXN-007861,2023-11-01,CENTRAL,PROD-117,4,791.77,CUST-1464
TXN-007891,2023-11-01,CENTRAL,PROD-118,5,96.41,CUST-1122
TXN-007898,2023-11-01,CENTRAL,PROD-104,3,2872.02,CUST-1424
TXN-007900,2023-11-01,CENTRAL,PROD-105,4,2595.28,CUST-2048
TXN-007921,2023-11-01,CENTRAL,PROD-106,5,375.97,CUST-2583
TXN-007929,2023-11-01,CENTRAL,PROD-103,5,2699.97,CUST-1179
TXN-007965,2023-11-01,CENTRAL,PROD-101,3,9168.82,CUST-1576
TXN-000481,2023-11-02,NORTH,PROD-119,1,328.35,CUST-1904
TXN-000551,2023-11-02,NORTH,PROD-118,5,107.54,CUST-2867
TXN-000601,2023-11-02,NORTH,PROD-104,4,3407.11,CUST-1156
TXN-000638,2023-11-02,NORTH,PROD-119,4,1530.66,CUST-1680
TXN-000647,2023-11-02,NORTH,PROD-104,1,962.84,CUST-2328
TXN-000679,2023-11-02,NORTH,PROD-119,3,1056.75,CUST-2223
TXN-000694,2023-11-02,NORTH,PROD-102,1,123.02,CUST-2714
TXN-000740,2023-11-02,NORTH,PROD-101,2,5455.16,CUST-1746
TXN-000742,2023-11-02,NORTH,PROD-118,4,75.55,CUST-1509
TXN-000777,2023-11-02,NORTH,PROD-106,5,394.6,CUST-2484
TXN-000796,2023-11-02,NORTH,PROD-103,1,473.25,CUST-1449
TXN-000827,2023-11-02,NORTH,PROD-113,5,151.44,CUST-2006
TXN-000834,2023-11-02,NORTH,PROD-109,4,714.93,CUST-1464
TXN-000841,2023-11-02,NORTH,PROD-117,5,1080.04,CUST-2640
TXN-000867,2023-11-02,NORTH,PROD-112,2,190.94,CUST-2687
TXN-000899,2023-11-02,NORTH,PROD-105,2,1427.99,CUST-1702
TXN-000940,2023-11-02,NORTH,PROD-106,1,78.65,CUST-2210
TXN-000970,2023-11-02,NORTH,PROD-119,1,369.04,CUST-1923
TXN-002357,2023-11-02,SOUTH,PROD-117,4,822.98,CUST-1624
TXN-002372,2023-11-02,SOUTH,PROD-105,2,1278.72,CUST-2458
TXN-002377,2023-11-02,SOUTH,PROD-107,4,1198.77,CUST-2091
TXN-002385,2023-11-02,SOUTH,PROD-118,2,38.32,CUST-2310
TXN-002387,2023-11-02,SOUTH,PROD-108,2,140.95,CUST-1003
TXN-002448,2023-11-02,SOUTH,PROD-102,5,630.08,CUST-2031
TXN-002457,2023-11-02,SOUTH,PROD-112,4,375.54,CUST-1223
TXN-002464,2023-11-02,SOUTH,PROD-102,3,330.68,CUST-1633
TXN-002476,2023-11-02,SOUTH,PROD-113,2,56.49,CUST-2251
TXN-002489,2023-11-02,SOUTH,PROD-108,5,315.51,CUST-2748
TXN-002560,2023-11-02,SOUTH,PROD-104,3,2966.59,CUST-1992
TXN-002591,2023-11-02,SOUTH,PROD-118,5,90.74,CUST-2321
TXN-002628,2023-11-02,SOUTH,PROD-119,3,995.11,CUST-2090
TXN-002773,2023-11-02,SOUTH,PROD-109,3,549.5,CUST-1616
TXN-002778,2023-11-02,SOUTH,PROD-118,3,65.21,CUST-2864
TXN-002796,2023-11-02,SOUTH,PROD-108,1,72.15,CUST-1378
TXN-004358,2023-11-02,EAST,PROD-106,5,409.5,CUST-1908
TXN-004370,2023-11-02,EAST,PROD-118,1,21.07,CUST-2633
TXN-004406,2023-11-02,EAST,PROD-116,4,223.08,CUST-1509
TXN-004437,2023-11-02,EAST,PROD-116,5,282.78,CUST-1363
TXN-004441,2023-11-02,EAST,PROD-120,4,624.2,CUST-1580
TXN-004458,2023-11-02,EAST,PROD-109,3,546.05,CUST-1194
TXN-004462,2023-11-02,EAST,PROD-107,3,859.22,CUST-2614
TXN-004499,2023-11-02,EAST,PROD-101,4,11184.6,CUST-1383
TXN-004517,2023-11-02,EAST,PROD-115,5,727.5,CUST-2678
TXN-004553,2023-11-02,EAST,PROD-103,5,2520.17,CUST-2974
TXN-004570,2023-11-02,EAST,PROD-116,3,162.37,CUST-2539
TXN-004583,2023-11-02,EAST,PROD-117,5,902.96,CUST-2584
TXN-004606,2023-11-02,EAST,PROD-109,3,514.74,CUST-1271
TXN-004622,2023-11-02,EAST,PROD-103,1,507.43,CUST-2997
TXN-004648,2023-11-02,EAST,PROD-111,3,136.56,CUST-2672
TXN-004676,2023-11-02,EAST,PROD-107,4,1090.91,CUST-2253
TXN-005980,2023-11-02,WEST,PROD-106,1,84.75,CUST-1682
TXN-006029,2023-11-02,WEST,PROD-115,2,297.75,CUST-1136
TXN-006031,2023-11-02,WEST,PROD-118,5,96.0,CUST-2045
TXN-006054,2023-11-02,WEST,PROD-112,2,205.73,CUST-2075
TXN-006065,2023-11-02,WEST,PROD-105,2,1336.07,CUST-1620
TXN-006092,2023-11-02,WEST,PROD-119,3,1116.6,CUST-1417
TXN-006139,2023-11-02,WEST,PROD-120,4,615.66,CUST-1656
TXN-006155,2023-11-02,WEST,PROD-102,3,340.68,CUST-2203
TXN-006197,2023-11-02,WEST,PROD-116,2,116.03,CUST-2584
TXN-006287,2023-11-02,WEST,PROD-120,4,602.86,CUST-1060
TXN-007640,2023-11-02,CENTRAL,PROD-104,3,2785.99,CUST-2975
TXN-007661,2023-11-02,CENTRAL,PROD-115,4,609.74,CUST-2697
TXN-007682,2023-11-02,CENTRAL,PROD-106,2,146.77,CUST-2971
TXN-007686,2023-11-02,CENTRAL,PROD-107,2,656.21,CUST-1504
TXN-007764,2023-11-02,CENTRAL,PROD-111,1,45.91,CUST-2898
TXN-007766,2023-11-02,CENTRAL,PROD-104,4,3639.75,CUST-1742
TXN-007776,2023-11-02,CENTRAL,PROD-110,1,49.03,CUST-1232
TXN-007787,2023-11-02,CENTRAL,PROD-107,3,900.57,CUST-1351
TXN-007848,2023-11-02,CENTRAL,PROD-111,5,238.58,CUST-2207
TXN-007868,2023-11-02,CENTRAL,PROD-102,3,347.77,CUST-1696
TXN-007938,2023-11-02,CENTRAL,PROD-103,3,1527.59,CUST-1626
TXN-007968,2023-11-02,CENTRAL,PROD-101,4,11059.39,CUST-2396
TXN-000595,2023-11-03,NORTH,PROD-109,5,911.38,CUST-1068
TXN-000609,2023-11-03,NORTH,PROD-101,3,8900.49,CUST-2560
TXN-000617,2023-11-03,NORTH,PROD-106,4,305.62,CUST-1614
TXN-000644,2023-11-03,NORTH,PROD-104,2,1745.38,CUST-1703
TXN-000699,2023-11-03,NORTH,PROD-112,2,182.05,CUST-2282
TXN-000705,2023-11-03,NORTH,PROD-104,1,866.39,CUST-2805
TXN-000713,2023-11-03,NORTH,PROD-108,5,357.02,CUST-2477
TXN-000726,2023-11-03,NORTH,PROD-110,1,50.1,CUST-1417
TXN-000813,2023-11-03,NORTH,PROD-111,4,180.42,CUST-1430
TXN-000872,2023-11-03,NORTH,PROD-110,1,48.86,CUST-1334
TXN-000882,2023-11-03,NORTH,PROD-111,3,154.19,CUST-2765
TXN-002389,2023-11-03,SOUTH,PROD-118,3,62.63,CUST-1837
TXN-002398,2023-11-03,SOUTH,PROD-116,2,109.09,CUST-2671
TXN-002402,2023-11-03,SOUTH,PROD-105,1,640.42,CUST-1932
TXN-002420,2023-11-03,SOUTH,PROD-102,5,558.09,CUST-1878
TXN-002495,2023-11-03,SOUTH,PROD-111,3,164.86,CUST-1996
TXN-002502,2023-11-03,SOUTH,PROD-105,1,620.6,CUST-1168
TXN-002526,2023-11-03,SOUTH,PROD-101,5,16297.44,CUST-1213
TXN-002551,2023-11-03,SOUTH,PROD-105,1,667.98,CUST-2187
TXN-002557,2023-11-03,SOUTH,PROD-107,4,1170.02,CUST-1643
TXN-002567,2023-11-03,SOUTH,PROD-112,5,515.14,CUST-1957
TXN-002683,2023-11-03,SOUTH,PROD-102,3,383.72,CUST-2331
TXN-002721,2023-11-03,SOUTH,PROD-115,3,459.56,CUST-2722
TXN-002737,2023-11-03,SOUTH,PROD-106,3,219.56,CUST-2179
TXN-002820,2023-11-03,SOUTH,PROD-112,4,408.38,CUST-1920
TXN-004330,2023-11-03,EAST,PROD-107,5,1499.91,CUST-2247
TXN-004355,2023-11-03,EAST,PROD-105,1,603.3,CUST-1987
TXN-004377,2023-11-03,EAST,PROD-107,5,1362.69,CUST-1928
TXN-004389,2023-11-03,EAST,PROD-117,2,426.43,CUST-2433
TXN-004410,2023-11-03,EAST,PROD-109,2,387.59,CUST-2737
TXN-004413,2023-11-03,EAST,PROD-114,1,16.01,CUST-2354
TXN-004421,2023-11-03,EAST,PROD-118,4,86.26,CUST-1623
TXN-004430,2023-11-03,EAST,PROD-106,5,431.23,CUST-2382
TXN-004436,2023-11-03,EAST,PROD-119,4,1291.46,CUST-1875
TXN-004480,2023-11-03,EAST,PROD-114,1,14.17,CUST-2221
TXN-004504,2023-11-03,EAST,PROD-106,3,250.01,CUST-1205
TXN-004505,2023-11-03,EAST,PROD-112,5,531.48,CUST-1515
TXN-004513,2023-11-03,EAST,PROD-105,1,704.53,CUST-1110
TXN-004543,2023-11-03,EAST,PROD-116,5,281.52,CUST-1923
TXN-004594,2023-11-03,EAST,PROD-105,4,2798.17,CUST-2565
TXN-004598,2023-11-03,EAST,PROD-115,3,435.18,CUST-1644
TXN-004600,2023-11-03,EAST,PROD-105,4,2494.3,CUST-2234
TXN-004619,2023-11-03,EAST,PROD-113,5,162.67,CUST-2628
TXN-004625,2023-11-03,EAST,PROD-102,3,340.35,CUST-2674
TXN-004635,2023-11-03,EAST,PROD-120,5,813.8,CUST-1972
TXN-004662,2023-11-03,EAST,PROD-105,2,1283.79,CUST-1643
TXN-005930,2023-11-03,WEST,PROD-110,5,247.34,CUST-1646
TXN-005944,2023-11-03,WEST,PROD-106,4,315.92,CUST-2432
TXN-005977,2023-11-03,WEST,PROD-115,1,163.74,CUST-1837
TXN-005996,2023-11-03,WEST,PROD-112,5,510.0,CUST-2563
TXN-006059,2023-11-03,WEST,PROD-110,4,218.0,CUST-2335
TXN-006076,2023-11-03,WEST,PROD-111,5,243.37,CUST-2445
TXN-006085,2023-11-03,WEST,PROD-116,3,172.91,CUST-2892
TXN-006101,2023-11-03,WEST,PROD-101,2,6596.84,CUST-2530
TXN-006126,2023-11-03,WEST,PROD-112,4,383.35,CUST-2699
TXN-006136,2023-11-03,WEST,PROD-109,2,355.17,CUST-2096
TXN-006144,2023-11-03,WEST,PROD-112,3,280.72,CUST-2522
TXN-006151,2023-11-03,WEST,PROD-109,3,565.73,CUST-2160
TXN-006222,2023-11-03,WEST,PROD-114,4,61.17,CUST-1078
TXN-006223,2023-11-03,WEST,PROD-109,5,826.36,CUST-1821
TXN-006250,2023-11-03,WEST,PROD-108,1,75.87,CUST-1447
TXN-006256,2023-11-03,WEST,PROD-115,5,756.37,CUST-2444
TXN-006267,2023-11-03,WEST,PROD-110,3,138.31,CUST-1456
TXN-006280,2023-11-03,WEST,PROD-102,5,572.11,CUST-2240
TXN-006307,2023-11-03,WEST,PROD-102,4,463.79,CUST-1942
TXN-007625,2023-11-03,CENTRAL,PROD-115,3,452.81,CUST-1039
TXN-007629,2023-11-03,CENTRAL,PROD-110,2,93.54,CUST-2829
TXN-007634,2023-11-03,CENTRAL,PROD-104,2,1902.67,CUST-2214
TXN-007695,2023-11-03,CENTRAL,PROD-105,4,2692.0,CUST-2548
TXN-007749,2023-11-03,CENTRAL,PROD-113,4,115.3,CUST-1967
TXN-007754,2023-11-03,CENTRAL,PROD-113,1,27.5,CUST-2237
TXN-007755,2023-11-03,CENTRAL,PROD-120,5,777.09,CUST-2140
TXN-007879,2023-11-03,CENTRAL,PROD-112,5,492.08,CUST-2607
TXN-007892,2023-11-03,CENTRAL,PROD-105,1,614.29,CUST-2957
TXN-007912,2023-11-03,CENTRAL,PROD-113,3,82.71,CUST-1138
TXN-007920,2023-11-03,CENTRAL,PROD-106,3,258.11,CUST-1586
TXN-007955,2023-11-03,CENTRAL,PROD-109,5,895.41,CUST-1801
TXN-000499,2023-11-04,NORTH,PROD-114,3,46.92,CUST-1206
TXN-000510,2023-11-04,NORTH,PROD-111,2,104.6,CUST-2328
TXN-000538,2023-11-04,NORTH,PROD-106,5,391.4,CUST-1261
TXN-000569,2023-11-04,NORTH,PROD-116,3,178.64,CUST-1760
TXN-000593,2023-11-04,NORTH,PROD-117,1,189.18,CUST-2846
TXN-000620,2023-11-04,NORTH,PROD-105,3,1757.61,CUST-1811
TXN-000637,2023-11-04,NORTH,PROD-108,3,195.96,CUST-2255
TXN-000646,2023-11-04,NORTH,PROD-115,4,578.23,CUST-1615
TXN-000648,2023-11-04,NORTH,PROD-106,2,160.49,CUST-2131
TXN-000656,2023-11-04,NORTH,PROD-109,4,723.95,CUST-2309
TXN-000658,2023-11-04,NORTH,PROD-112,3,320.7,CUST-2265
TXN-000672,2023-11-04,NORTH,PROD-109,5,958.14,CUST-1752
TXN-000674,2023-11-04,NORTH,PROD-108,3,225.71,CUST-1067
TXN-000701,2023-11-04,NORTH,PROD-101,2,5972.15,CUST-1272
TXN-000771,2023-11-04,NORTH,PROD-105,1,586.55,CUST-2701
TXN-000820,2023-11-04,NORTH,PROD-103,3,1401.0,CUST-1769
TXN-000896,2023-11-04,NORTH,PROD-116,1,59.02,CUST-2196
TXN-000916,2023-11-04,NORTH,PROD-112,1,97.49,CUST-2312
TXN-000966,2023-11-04,NORTH,PROD-102,2,239.62,CUST-2684
TXN-002322,2023-11-04,SOUTH,PROD-111,2,106.61,CUST-2743
TXN-002340,2023-11-04,SOUTH,PROD-114,4,60.56,CUST-2639
TXN-002358,2023-11-04,SOUTH,PROD-109,3,516.27,CUST-1719
TXN-002370,2023-11-04,SOUTH,PROD-103,5,2559.45,CUST-1618
TXN-002413,2023-11-04,SOUTH,PROD-118,3,55.2,CUST-2816
TXN-002436,2023-11-04,SOUTH,PROD-102,3,349.95,CUST-2740
TXN-002458,2023-11-04,SOUTH,PROD-103,3,1530.93,CUST-2734
TXN-002460,2023-11-04,SOUTH,PROD-103,2,1019.4,CUST-2550
TXN-002478,2023-11-04,SOUTH,PROD-101,2,6319.56,CUST-1634
TXN-002490,2023-11-04,SOUTH,PROD-110,4,186.29,CUST-1818
TXN-002494,2023-11-04,SOUTH,PROD-113,4,112.75,CUST-1674
TXN-002515,2023-11-04,SOUTH,PROD-102,2,251.77,CUST-1385
TXN-002522,2023-11-04,SOUTH,PROD-106,4,315.38,CUST-1363
TXN-002531,2023-11-04,SOUTH,PROD-112,4,393.0,CUST-2681
TXN-002553,2023-11-04,SOUTH,PROD-104,2,1721.67,CUST-2833
TXN-002598,2023-11-04,SOUTH,PROD-111,4,189.02,CUST-1181
TXN-002601,2023-11-04,SOUTH,PROD-102,3,329.38,CUST-1675
TXN-002629,2023-11-04,SOUTH,PROD-109,2,387.53,CUST-2433
TXN-002669,2023-11-04,SOUTH,PROD-109,3,550.45,CUST-1355
TXN-002684,2023-11-04,SOUTH,PROD-111,5,229.82,CUST-1596
TXN-002691,2023-11-04,SOUTH,PROD-103,1,465.29,CUST-2803
TXN-002692,2023-11-04,SOUTH,PROD-117,1,189.88,CUST-1213
TXN-002748,2023-11-04,SOUTH,PROD-102,4,480.69,CUST-2332
TXN-002767,2023-11-04,SOUTH,PROD-102,3,388.8,CUST-2445
TXN-002818,2023-11-04,SOUTH,PROD-108,4,292.99,CUST-2803
TXN-004331,2023-11-04,EAST,PROD-105,4,2365.14,CUST-1310
TXN-004336,2023-11-04,EAST,PROD-105,2,1180.86,CUST-2265
TXN-004352,2023-11-04,EAST,PROD-105,3,1829.37,CUST-2916
TXN-004378,2023-11-04,EAST,PROD-108,1,69.46,CUST-1470
TXN-004385,2023-11-04,EAST,PROD-118,1,19.33,CUST-2375
TXN-004393,2023-11-04,EAST,PROD-102,4,488.46,CUST-2366
TXN-004405,2023-11-04,EAST,PROD-105,2,1296.07,CUST-2951
TXN-004418,2023-11-04,EAST,PROD-103,4,2184.96,CUST-2497
TXN-004461,2023-11-04,EAST,PROD-120,1,147.86,CUST-2332
TXN-004500,2023-11-04,EAST,PROD-106,2,153.39,CUST-2973
TXN-004573,2023-11-04,EAST,PROD-102,1,112.76,CUST-2584
TXN-004599,2023-11-04,EAST,PROD-115,4,594.79,CUST-2447
TXN-004607,2023-11-04,EAST,PROD-118,3,62.14,CUST-1764
TXN-004655,2023-11-04,EAST,PROD-108,1,76.3,CUST-1206
TXN-004675,2023-11-04,EAST,PROD-101,3,8726.75,CUST-2921
TXN-004702,2023-11-04,EAST,PROD-103,4,1956.99,CUST-1451
TXN-005940,2023-11-04,WEST,PROD-105,1,605.39,CUST-2123
TXN-005942,2023-11-04,WEST,PROD-111,5,239.37,CUST-2911
TXN-005963,2023-11-04,WEST,PROD-114,3,43.68,CUST-1653
TXN-006002,2023-11-04,WEST,PROD-110,1,50.12,CUST-1872
TXN-006007,2023-11-04,WEST,PROD-119,4,1304.53,CUST-2325
TXN-006020,2023-11-04,WEST,PROD-115,5,750.34,CUST-2187
TXN-006039,2023-11-04,WEST,PROD-105,5,3345.52,CUST-2106
TXN-006074,2023-11-04,WEST,PROD-117,4,873.83,CUST-2586
TXN-006108,2023-11-04,WEST,PROD-116,4,224.99,CUST-1671
TXN-006149,2023-11-04,WEST,PROD-104,3,2855.63,CUST-1056
TXN-006160,2023-11-04,WEST,PROD-107,2,616.99,CUST-1745
TXN-006214,2023-11-04,WEST,PROD-106,3,253.66,CUST-2170
TXN-006234,2023-11-04,WEST,PROD-116,5,252.94,CUST-2886
TXN-006248,2023-11-04,WEST,PROD-119,3,980.53,CUST-2314
TXN-006282,2023-11-04,WEST,PROD-104,2,1744.91,CUST-1061
TXN-007608,2023-11-04,CENTRAL,PROD-116,4,211.13,CUST-2189
TXN-007621,2023-11-04,CENTRAL,PROD-103,1,541.45,CUST-2590
TXN-007638,2023-11-04,CENTRAL,PROD-103,4,1800.19,CUST-2168
TXN-007655,2023-11-04,CENTRAL,PROD-118,3,63.28,CUST-2985
TXN-007676,2023-11-04,CENTRAL,PROD-107,3,928.34,CUST-2315
TXN-007691,2023-11-04,CENTRAL,PROD-116,3,150.9,CUST-1857
TXN-007712,2023-11-04,CENTRAL,PROD-115,5,680.52,CUST-2318
TXN-007757,2023-11-04,CENTRAL,PROD-116,1,57.1,CUST-2597
TXN-007760,2023-11-04,CENTRAL,PROD-102,4,511.35,CUST-1120
TXN-007809,2023-11-04,CENTRAL,PROD-116,5,297.98,CUST-2398
TXN-007952,2023-11-04,CENTRAL,PROD-108,2,147.87,CUST-1047
TXN-000521,2023-11-05,NORTH,PROD-116,2,108.99,CUST-2241
TXN-000579,2023-11-05,NORTH,PROD-108,1,72.89,CUST-1019
TXN-000597,2023-11-05,NORTH,PROD-113,1,28.79,CUST-2155
TXN-000616,2023-11-05,NORTH,PROD-109,3,514.96,CUST-1299
TXN-000660,2023-11-05,NORTH,PROD-111,1,47.38,CUST-1240
TXN-000666,2023-11-05,NORTH,PROD-107,4,1311.28,CUST-2036
TXN-000751,2023-11-05,NORTH,PROD-101,4,10857.35,CUST-2110
TXN-000783,2023-11-05,NORTH,PROD-114,2,30.84,CUST-2633
TXN-000803,2023-11-05,NORTH,PROD-106,4,338.64,CUST-2968
TXN-000828,2023-11-05,NORTH,PROD-102,3,324.25,CUST-1180
TXN-000886,2023-11-05,NORTH,PROD-101,4,13193.88,CUST-1532
TXN-000892,2023-11-05,NORTH,PROD-109,5,947.27,CUST-1375
TXN-000915,2023-11-05,NORTH,PROD-107,1,305.37,CUST-1347
TXN-000975,2023-11-05,NORTH,PROD-104,4,3713.37,CUST-2242
TXN-002354,2023-11-05,SOUTH,PROD-114,1,15.34,CUST-1187
TXN-002368,2023-11-05,SOUTH,PROD-120,1,136.22,CUST-2984
TXN-002386,2023-11-05,SOUTH,PROD-109,2,343.45,CUST-2620
TXN-002411,2023-11-05,SOUTH,PROD-108,1,70.6,CUST-1548
TXN-002422,2023-11-05,SOUTH,PROD-110,5,265.82,CUST-1714
TXN-002430,2023-11-05,SOUTH,PROD-108,4,275.41,CUST-2019
TXN-002467,2023-11-05,SOUTH,PROD-104,3,2649.91,CUST-2519
TXN-002566,2023-11-05,SOUTH,PROD-109,3,537.98,CUST-2953
TXN-002580,2023-11-05,SOUTH,PROD-111,1,45.09,CUST-2410
TXN-002643,2023-11-05,SOUTH,PROD-104,1,864.82,CUST-2508
TXN-002680,2023-11-05,SOUTH,PROD-120,5,809.93,CUST-2798
TXN-002709,2023-11-05,SOUTH,PROD-112,5,483.88,CUST-2465
TXN-002769,2023-11-05,SOUTH,PROD-117,2,384.38,CUST-2133
TXN-002771,2023-11-05,SOUTH,PROD-102,2,249.5,CUST-2332
TXN-004334,2023-11-05,EAST,PROD-102,1,122.53,CUST-2528
TXN-004346,2023-11-05,EAST,PROD-105,5,3111.32,CUST-1264
TXN-004369,2023-11-05,EAST,PROD-109,4,710.48,CUST-1227
TXN-004446,2023-11-05,EAST,PROD-106,3,243.81,CUST-1498
TXN-004451,2023-11-05,EAST,PROD-109,4,717.01,CUST-2542
TXN-004468,2023-11-05,EAST,PROD-104,3,2472.97,CUST-1555
TXN-004509,2023-11-05,EAST,PROD-107,1,280.36,CUST-2220
TXN-004525,2023-11-05,EAST,PROD-115,3,474.25,CUST-2260
TXN-004546,2023-11-05,EAST,PROD-118,4,87.32,CUST-2050
TXN-004557,2023-11-05,EAST,PROD-104,5,4499.92,CUST-1803
TXN-004609,2023-11-05,EAST,PROD-101,5,13924.56,CUST-2730
TXN-004638,2023-11-05,EAST,PROD-112,5,516.35,CUST-1826
TXN-005950,2023-11-05,WEST,PROD-107,4,1206.17,CUST-2119
TXN-005960,2023-11-05,WEST,PROD-107,4,1272.91,CUST-1104
TXN-005997,2023-11-05,WEST,PROD-111,5,238.97,CUST-2724
TXN-005999,2023-11-05,WEST,PROD-102,2,220.61,CUST-2524
TXN-006019,2023-11-05,WEST,PROD-115,2,283.18,CUST-1971
TXN-006044,2023-11-05,WEST,PROD-119,5,1625.35,CUST-2134
TXN-006070,2023-11-05,WEST,PROD-120,3,448.15,CUST-2554
TXN-006094,2023-11-05,WEST,PROD-119,2,705.02,CUST-1592
TXN-006104,2023-11-05,WEST,PROD-105,2,1239.83,CUST-2206
TXN-006109,2023-11-05,WEST,PROD-110,3,159.4,CUST-1247
TXN-006152,2023-11-05,WEST,PROD-101,1,3289.85,CUST-1823
TXN-006154,2023-11-05,WEST,PROD-105,2,1391.73,CUST-1570
TXN-006156,2023-11-05,WEST,PROD-106,2,145.49,CUST-1774
TXN-006157,2023-11-05,WEST,PROD-101,1,3276.52,CUST-2514
TXN-006164,2023-11-05,WEST,PROD-107,3,843.39,CUST-1819
TXN-006230,2023-11-05,WEST,PROD-104,2,1712.8,CUST-2834
TXN-006232,2023-11-05,WEST,PROD-102,2,231.3,CUST-1153
TXN-006249,2023-11-05,WEST,PROD-104,3,2583.31,CUST-1099
TXN-006255,2023-11-05,WEST,PROD-112,3,299.16,CUST-2657
TXN-006265,2023-11-05,WEST,PROD-112,4,389.32,CUST-1531
TXN-006273,2023-11-05,WEST,PROD-101,4,11778.31,CUST-1394
TXN-006276,2023-11-05,WEST,PROD-106,2,161.77,CUST-1582
TXN-006278,2023-11-05,WEST,PROD-117,2,388.61,CUST-2242
TXN-006288,2023-11-05,WEST,PROD-118,1,21.4,CUST-1049
TXN-006294,2023-11-05,WEST,PROD-118,1,18.69,CUST-2314
TXN-007683,2023-11-05,CENTRAL,PROD-113,3,84.49,CUST-1940
TXN-007744,2023-11-05,CENTRAL,PROD-113,1,31.23,CUST-2549
TXN-007833,2023-11-05,CENTRAL,PROD-115,3,426.69,CUST-1109
TXN-007852,2023-11-05,CENTRAL,PROD-102,2,219.79,CUST-1452
TXN-007870,2023-11-05,CENTRAL,PROD-115,2,314.71,CUST-2371
TXN-007874,2023-11-05,CENTRAL,PROD-111,3,145.1,CUST-2861
TXN-007915,2023-11-05,CENTRAL,PROD-102,2,217.92,CUST-2653
TXN-007928,2023-11-05,CENTRAL,PROD-108,2,135.08,CUST-1833
TXN-000486,2023-11-06,NORTH,PROD-115,5,726.3,CUST-1726
TXN-000501,2023-11-06,NORTH,PROD-114,4,59.69,CUST-1409
TXN-000505,2023-11-06,NORTH,PROD-102,4,507.6,CUST-1382
TXN-000527,2023-11-06,NORTH,PROD-111,5,247.04,CUST-2394
TXN-000535,2023-11-06,NORTH,PROD-105,4,2534.68,CUST-2826
TXN-000552,2023-11-06,NORTH,PROD-114,5,74.88,CUST-2992
TXN-000577,2023-11-06,NORTH,PROD-118,1,20.09,CUST-2719
TXN-000591,2023-11-06,NORTH,PROD-103,4,2138.09,CUST-2321
TXN-000596,2023-11-06,NORTH,PROD-111,1,54.6,CUST-2203
TXN-000649,2023-11-06,NORTH,PROD-111,5,246.27,CUST-1947
TXN-000659,2023-11-06,NORTH,PROD-110,5,254.46,CUST-2377
TXN-000661,2023-11-06,NORTH,PROD-112,2,200.41,CUST-1857
TXN-000745,2023-11-06,NORTH,PROD-108,5,383.64,CUST-2954
TXN-000779,2023-11-06,NORTH,PROD-112,2,216.31,CUST-1564
TXN-000787,2023-11-06,NORTH,PROD-101,3,9174.78,CUST-1061
TXN-000790,2023-11-06,NORTH,PROD-104,2,1856.45,CUST-1546
TXN-000821,2023-11-06,NORTH,PROD-103,5,2720.86,CUST-1191
TXN-000824,2023-11-06,NORTH,PROD-102,1,115.94,CUST-2996
TXN-000833,2023-11-06,NORTH,PROD-112,4,389.51,CUST-1913
TXN-000876,2023-11-06,NORTH,PROD-120,1,141.7,CUST-2246
TXN-000902,2023-11-06,NORTH,PROD-111,1,45.04,CUST-1561
TXN-000932,2023-11-06,NORTH,PROD-102,3,349.91,CUST-2387
TXN-000937,2023-11-06,NORTH,PROD-104,4,3528.14,CUST-1935
TXN-000951,2023-11-06,NORTH,PROD-117,4,856.26,CUST-2781
TXN-000952,2023-11-06,NORTH,PROD-103,4,1928.21,CUST-1678
TXN-002360,2023-11-06,SOUTH,PROD-102,1,109.24,CUST-2526
TXN-002428,2023-11-06,SOUTH,PROD-113,3,86.72,CUST-1869
TXN-002443,2023-11-06,SOUTH,PROD-101,2,5838.27,CUST-1162
TXN-002449,2023-11-06,SOUTH,PROD-101,4,12798.39,CUST-2393
TXN-002480,2023-11-06,SOUTH,PROD-110,2,91.34,CUST-2181
TXN-002506,2023-11-06,SOUTH,PROD-107,3,979.52,CUST-1987
TXN-002554,2023-11-06,SOUTH,PROD-103,1,499.41,CUST-1741
